person,trial,x,y,dur,on,off,n,timeInt,block
9,32,951.4,542.2,2246,-280,1965,1,waiting,2
9,33,937.9,539.8,393,-278,114,1,waiting,2
9,33,952,534,580,252,831,2,waiting,2
9,34,947.2,546,2245,-280,1964,1,waiting,2
9,35,944,552.8,419,-280,138,1,waiting,2
9,35,948,542.2,884,281,1164,2,waiting,2
9,36,947.6,551,2496,-281,2214,1,waiting,2
9,1,947.6,546.7,1880,2,1881,1,waiting,3
9,2,946.7,544,1345,3,1347,1,waiting,3
9,2,778.4,543.3,418,1381,1798,2,targOff,3
9,3,970.9,566.7,89,-86,2,1,waiting,3
9,3,935.8,551.1,108,630,737,2,waiting,3
9,3,940.3,536.1,415,745,1159,3,waiting,3
9,4,923.2,542.4,138,-15,122,1,waiting,3
9,4,949.4,546.8,1255,131,1385,2,waiting,3
9,4,1139.8,551,385,1413,1797,3,targOff,3
9,5,952.4,537.9,1658,-277,1380,1,waiting,3
9,5,804.6,537.7,473,1406,1878,2,targOff,3
9,6,948.3,545.4,1543,-42,1500,1,waiting,3
9,6,808.1,540.7,276,1524,1799,2,dotOff,3
9,6,785.6,541.5,1991,1808,3798,3,dotOff,3
9,7,946.7,544.9,1221,-54,1166,1,waiting,3
9,7,1106.1,547.9,2180,1201,3380,2,dotOff,3
9,8,950,538.9,813,19,831,1,waiting,3
9,9,944.2,546.1,1767,-277,1489,1,waiting,3
9,9,1100.8,543.4,864,1515,2378,2,dotOff,3
9,10,951.5,540.4,1116,-37,1078,1,waiting,3
9,10,782.1,550.5,1006,1109,2114,2,dotOff,3
9,11,953.8,542.2,1298,-15,1282,1,waiting,3
9,11,1104.2,539.8,907,1308,2214,2,dotOff,3
9,12,959.3,539.5,1912,-272,1639,1,waiting,3
9,12,793.7,536.1,535,1664,2198,2,targVis,3
9,13,952.7,543.4,1798,-270,1527,1,waiting,3
9,13,1096.7,544.5,830,1552,2381,2,dotOff,3
9,14,978.2,533.3,277,-272,4,1,waiting,3
9,14,951.8,539.8,1439,15,1453,2,waiting,3
9,14,1095.1,540.3,242,1477,1718,3,dotOff,3
9,14,1108.2,539.3,497,1735,2231,4,targOff,3
9,15,962.6,550.1,396,-15,380,1,waiting,3
9,15,941.4,546.9,1252,388,1639,2,waiting,3
9,15,811.3,539.8,213,1661,1873,3,dotOff,3
9,15,791.6,546.2,418,1881,2298,4,targOff,3
9,16,934.2,543.4,287,-272,14,1,waiting,3
9,16,944.8,545.2,888,32,919,2,waiting,3
9,16,1111,543.6,1022,943,1964,3,dotOff,3
9,17,946.7,547.4,1091,-30,1060,1,waiting,3
9,17,1101.5,542,881,1084,1964,2,dotOff,3
9,18,942.1,543.1,1239,-271,967,1,waiting,3
9,18,1068.9,542.9,406,989,1394,2,waiting,3
9,18,1116.5,541.7,718,1416,2133,3,dotOff,3
9,19,947,536.3,1186,62,1247,1,waiting,3
9,20,949.1,543.3,1867,-273,1593,1,waiting,3
9,20,813.4,540.9,202,1617,1818,2,targOff,3
9,20,791.6,541.7,221,1827,2047,3,targOff,3
9,21,946.1,544.8,1443,10,1452,1,waiting,3
9,21,795.5,543.1,490,1475,1964,2,targOff,3
9,22,945.6,542.4,1778,-273,1504,1,waiting,3
9,22,1103.9,544.8,740,1542,2281,2,dotOff,3
9,23,940.6,531.4,1694,-273,1420,1,waiting,3
9,23,791.4,534.8,438,1444,1881,2,targOff,3
9,24,944.2,541.6,1556,-46,1509,1,waiting,3
9,24,821.4,535.4,199,1531,1729,2,dotOff,3
9,24,804.2,540.7,559,1739,2297,3,targOff,3
9,25,921.8,565.9,319,-278,40,1,waiting,3
9,25,936.6,547,1723,50,1772,2,waiting,3
9,25,881.4,555.1,173,1788,1960,3,targOff,3
9,26,942.5,537.1,258,573,830,1,waiting,3
9,27,950.3,548.9,2056,-271,1784,1,waiting,3
9,27,786,547,405,1810,2214,2,targOff,3
9,28,951.6,545.5,1433,-25,1407,1,waiting,3
9,28,799.3,542,700,1432,2131,2,dotOff,3
9,29,950.1,541.9,1782,-272,1509,1,waiting,3
9,29,1099.1,550,345,1534,1878,2,targOff,3
9,29,1113.3,534.5,76,1889,1964,3,targOff,3
9,30,950.8,546,1250,-37,1212,1,waiting,3
9,30,1111.8,547.3,710,1238,1947,2,dotOff,3
9,31,950.8,541.4,1049,-38,1010,1,waiting,3
9,31,790.4,530.6,862,1036,1897,2,dotOff,3
9,32,958.5,576.8,186,133,318,1,waiting,3
9,32,949.3,544.9,670,329,998,2,waiting,3
9,33,948.7,548.6,1663,-275,1387,1,waiting,3
9,33,790.3,543.2,384,1411,1794,2,targOff,3
9,34,944.4,548.4,1939,-278,1660,1,waiting,3
9,34,809.3,539.4,256,1684,1939,2,targOff,3
9,34,786.9,540.9,178,1949,2126,3,targOff,3
9,35,957.5,541.7,1517,-272,1244,1,waiting,3
9,35,797.8,541.7,613,1269,1881,2,targVis,3
9,36,947.5,542.2,1701,-274,1426,1,waiting,3
9,36,1085.5,545.1,271,1451,1721,2,targOff,3
9,36,1105.5,534.4,56,1742,1797,3,targOff,3
9,1,945.3,538.4,2285,-170,2114,1,waiting,4
9,2,950,542.7,1785,13,1797,1,waiting,4
9,3,947.7,548.4,2079,-281,1797,1,waiting,4
9,4,947.4,548.5,2495,-280,2214,1,waiting,4
9,5,945.4,543.3,2135,-3,2131,1,waiting,4
9,6,964.1,542.1,201,-168,32,1,waiting,4
9,6,945.9,540.2,1842,40,1881,2,waiting,4
9,7,973.5,515.6,213,-154,58,1,waiting,4
9,7,947,539.1,1746,69,1814,2,waiting,4
9,8,945.4,548.4,2496,-281,2214,1,waiting,4
9,9,951,548.7,2246,-281,1964,1,waiting,4
9,10,939.8,548.9,1983,-38,1944,1,waiting,4
9,11,944.6,549.1,2245,-280,1964,1,waiting,4
9,12,941.2,548.2,2042,-11,2030,1,waiting,4
9,13,980.8,540.7,286,-281,4,1,waiting,4
9,13,950.6,540.4,1868,14,1881,2,waiting,4
9,14,946.2,544.9,2078,-280,1797,1,waiting,4
9,15,944.6,540.4,2124,-159,1964,1,waiting,4
9,16,947,544.1,2245,-280,1964,1,waiting,4
9,17,950.1,541.1,2089,-41,2047,1,waiting,4
9,18,941.4,538.4,2407,-276,2130,1,waiting,4
9,19,926.4,533.9,210,-196,13,1,waiting,4
9,19,937.9,540.8,1876,23,1898,2,waiting,4
9,20,945.5,547.1,1958,-76,1881,1,waiting,4
9,21,948.1,544.3,2169,-37,2131,1,waiting,4
9,22,942,551.1,1996,-280,1715,1,waiting,4
9,23,924.5,545.7,2496,-281,2214,1,waiting,4
9,24,951.7,538.6,2136,-254,1881,1,waiting,4
9,25,944.4,543.7,2329,-280,2048,1,waiting,4
9,26,947.5,542.1,2349,-134,2214,1,waiting,4
9,27,946,540.5,2221,-89,2131,1,waiting,4
9,28,944.9,549.9,2413,-281,2131,1,waiting,4
9,29,947.8,549.4,2244,-279,1964,1,waiting,4
9,30,948.1,550.4,2224,-279,1944,1,waiting,4
9,30,950.1,537.1,35,2097,2131,2,targOff,4
9,31,954.5,549.5,67,116,182,1,waiting,4
9,31,966.4,539,41,319,359,2,waiting,4
9,31,951.1,540.9,767,481,1247,3,waiting,4
9,32,950,542.9,2496,-280,2215,1,waiting,4
9,33,941.6,551.1,2245,-280,1964,1,waiting,4
9,34,939.3,559.9,415,-282,132,1,waiting,4
9,34,944.3,550.8,1818,147,1964,2,waiting,4
9,35,965.1,523.4,233,-220,12,1,waiting,4
9,35,938.9,542.1,2193,22,2214,2,waiting,4
9,36,941.7,543.8,1885,-3,1881,1,waiting,4
9,1,949.4,541.3,1796,-20,1775,1,waiting,5
9,1,798.2,540.9,415,1800,2214,2,targOff,5
9,2,959,539.4,1461,-270,1190,1,waiting,5
9,2,1109.3,543.1,2155,1227,3381,2,dotOff,5
9,3,956.9,537.3,1216,-75,1140,1,waiting,5
9,3,1106,542.8,2134,1165,3298,2,dotOff,5
9,4,1086,538.1,402,-274,127,1,waiting,5
9,4,939.9,538.3,681,151,831,2,waiting,5
9,5,947.7,545.5,1386,-273,1112,1,waiting,5
9,5,1101.6,538.4,744,1138,1881,2,dotOff,5
9,6,953.2,545.4,1240,-9,1230,1,waiting,5
9,6,1086.9,544,794,1254,2047,2,dotOff,5
9,7,943.1,544.3,2038,-277,1760,1,waiting,5
9,7,1095.4,553.2,592,1785,2376,2,targVis,5
9,8,943,544.5,1631,-112,1518,1,waiting,5
9,8,1108.2,541.7,832,1550,2381,2,dotOff,5
9,9,953.5,544,1774,-272,1501,1,waiting,5
9,9,780.4,545,774,1525,2298,2,dotOff,5
9,10,942.4,545.9,1782,-272,1509,1,waiting,5
9,10,788.1,540.7,598,1534,2131,2,targVis,5
9,11,944.3,540.4,1543,-277,1265,1,waiting,5
9,11,1113.2,542.1,586,1291,1876,2,targVis,5
9,12,954,541.5,1733,-271,1461,1,waiting,5
9,12,798.6,554.3,812,1486,2297,2,dotOff,5
9,13,950.1,543.4,1781,-32,1748,1,waiting,5
9,13,1082.3,546.9,206,1774,1979,2,targOff,5
9,13,1108.2,543.6,149,1999,2147,3,targOff,5
9,14,950.7,543,355,-272,82,1,waiting,5
9,14,955,535.4,690,225,914,2,waiting,5
9,15,951.7,543.7,1768,-272,1495,1,waiting,5
9,15,803.7,543.1,224,1517,1740,2,dotOff,5
9,15,785.2,537.9,468,1748,2215,3,targOff,5
9,15,844.3,541.9,68,2231,2298,4,targOff,5
9,16,946.6,548,1624,-272,1351,1,waiting,5
9,16,791.7,541.7,588,1377,1964,2,targVis,5
9,17,954.6,544.9,1411,-236,1174,1,waiting,5
9,17,1088.6,545,683,1199,1881,2,dotOff,5
9,18,952.6,543.2,1721,-170,1550,1,waiting,5
9,18,811.3,535.5,175,1574,1748,2,dotOff,5
9,18,787,538.8,504,1758,2261,3,targOff,5
9,19,947.8,543.2,1872,-26,1845,1,waiting,5
9,19,781.9,540.1,344,1871,2214,2,targOff,5
9,20,951.4,538.8,1878,-274,1603,1,waiting,5
9,20,1092,540.5,354,1627,1980,2,targOff,5
9,21,1010,539.9,294,-272,21,1,waiting,5
9,21,950.5,543.7,1359,34,1392,2,waiting,5
9,21,1085.5,538.2,190,1414,1603,3,dotOff,5
9,21,1105.3,537.2,470,1612,2081,4,targOff,5
9,22,1019.7,543,243,-236,6,1,waiting,5
9,22,955.5,540.5,1386,18,1403,2,waiting,5
9,22,852.1,535.2,103,1425,1527,3,targOff,5
9,22,797.2,538.7,254,1544,1797,4,targOff,5
9,23,950.6,540.4,1181,66,1246,1,waiting,5
9,24,942.3,544.2,2022,-272,1749,1,waiting,5
9,24,1080.6,539.5,359,1773,2131,2,targOff,5
9,25,948.2,543.3,2047,1,2047,1,waiting,5
9,26,949.3,536.3,1655,-168,1486,1,waiting,5
9,26,789.6,535.3,707,1510,2216,2,dotOff,5
9,26,870.7,538.8,62,2237,2298,3,targOff,5
9,27,952.6,542,1839,-65,1773,1,waiting,5
9,27,786.7,546.5,407,1808,2214,2,targOff,5
9,28,948.7,544.9,1705,-273,1431,1,waiting,5
9,28,1056.1,538.1,78,1453,1530,2,dotOff,5
9,28,1105.6,540.4,744,1554,2297,3,dotOff,5
9,29,974.4,537.4,161,-6,154,1,waiting,5
9,29,949.5,541.3,1264,164,1427,2,waiting,5
9,29,1112.7,537.1,411,1452,1862,3,targOff,5
9,30,951.6,540.8,1476,-272,1203,1,waiting,5
9,30,1056,538.4,210,1224,1433,2,dotOff,5
9,30,1107.2,538.6,676,1456,2131,3,dotOff,5
9,31,953.1,545,1821,-273,1547,1,waiting,5
9,31,1127.6,536.3,256,1581,1836,2,targOff,5
9,31,1091.3,540.4,133,1848,1980,3,targOff,5
9,32,948.2,532.4,835,132,966,1,waiting,5
9,32,1118.4,541.8,258,991,1248,2,waiting,5
9,33,953.4,541.8,1448,-275,1172,1,waiting,5
9,33,811.9,536.4,159,1196,1354,2,dotOff,5
9,33,785.7,539.4,514,1365,1878,3,targVis,5
9,34,945.9,542.6,1862,-277,1584,1,waiting,5
9,34,825.9,538.5,173,1607,1779,2,targOff,5
9,34,790.1,534.3,186,1791,1976,3,targOff,5
9,35,937.6,539.3,358,-270,87,1,waiting,5
9,35,939,530.5,574,258,831,2,waiting,5
9,36,945.7,541,1614,-277,1336,1,waiting,5
9,36,1086.1,541.2,185,1358,1542,2,dotOff,5
9,36,1106.5,541,494,1551,2044,3,targOff,5
9,1,959.6,548.7,1964,1,1964,1,waiting,6
9,2,957.7,547.7,2245,-280,1964,1,waiting,6
9,3,954.8,550.6,2077,-278,1798,1,waiting,6
9,4,950.5,547,2166,-34,2131,1,waiting,6
9,5,952.4,547.8,2163,-281,1881,1,waiting,6
9,6,953.2,558.1,909,-280,628,1,waiting,6
9,6,956.4,552.3,320,762,1081,2,waiting,6
9,7,943.2,554.4,2163,-281,1881,1,waiting,6
9,8,949.9,545.2,2494,-279,2214,1,waiting,6
9,9,960.2,550.1,1980,-15,1964,1,waiting,6
9,10,956.1,542.1,373,-280,92,1,waiting,6
9,10,951.7,539.2,709,402,1110,2,waiting,6
9,10,964.1,495.3,41,1124,1164,3,waiting,6
9,11,945.8,554.2,2412,-280,2131,1,waiting,6
9,12,952.2,549.3,2329,-281,2047,1,waiting,6
9,13,943.9,562.9,2328,-280,2047,1,waiting,6
9,14,958.6,549.7,2031,-149,1881,1,waiting,6
9,15,950.7,551.6,2328,-280,2047,1,waiting,6
9,16,948.1,548.5,2329,-281,2047,1,waiting,6
9,17,946.3,551.1,2235,-20,2214,1,waiting,6
9,18,946.4,543,529,-279,249,1,waiting,6
9,18,958.9,543,774,392,1165,2,waiting,6
9,19,953,546.1,2411,-279,2131,1,waiting,6
9,20,941.5,546.5,2245,-280,1964,1,waiting,6
9,21,943.9,553.1,368,-280,87,1,waiting,6
9,21,953.8,552,1701,97,1797,2,waiting,6
9,22,951.9,550.9,2162,-280,1881,1,waiting,6
9,23,952.8,551.6,2429,-280,2148,1,waiting,6
9,24,948.3,547.6,2155,-107,2047,1,waiting,6
9,25,951.5,546.7,2329,-279,2049,1,waiting,6
9,26,947.1,546.7,2496,-281,2214,1,waiting,6
9,27,942.9,540.2,788,-18,769,1,waiting,6
9,27,963.6,548.2,1353,779,2131,2,waiting,6
9,28,949.1,550,2011,-130,1880,1,waiting,6
9,29,956.2,545,2079,-281,1797,1,waiting,6
9,30,951.2,550.2,2242,-277,1964,1,waiting,6
9,31,952.9,546.1,2412,-280,2131,1,waiting,6
9,32,939,538.3,563,-280,282,1,waiting,6
9,32,942.9,540.3,665,417,1081,2,waiting,6
9,33,943.2,548.7,2495,-280,2214,1,waiting,6
9,34,931.8,553.3,407,-281,125,1,waiting,6
9,34,953.1,550.2,2081,134,2214,2,waiting,6
9,35,934.9,545.5,2329,-281,2047,1,waiting,6
9,36,948.2,545.6,2244,-279,1964,1,waiting,6
9,1,943.3,550.2,1974,-268,1705,1,waiting,7
9,1,789.4,555.8,418,1731,2148,2,targOff,7
9,2,938.5,545,144,-89,54,1,waiting,7
9,2,951.8,545.8,1404,62,1465,2,waiting,7
9,2,781.8,550.1,2100,1492,3591,3,dotOff,7
9,2,829.2,549.4,109,3606,3714,4,targOff,7
9,3,945.7,541.6,1354,-44,1309,1,waiting,7
9,3,789.9,549.2,2213,1335,3547,2,dotOff,7
9,4,951.2,550.1,288,-182,105,1,waiting,7
9,4,948.5,545.5,741,258,998,2,waiting,7
9,5,949.7,548.4,1801,-271,1529,1,waiting,7
9,5,1091.3,546.1,156,1554,1709,2,dotOff,7
9,5,1117,549.9,655,1727,2381,3,dotOff,7
9,6,949.1,548.9,1706,-272,1433,1,waiting,7
9,6,793.8,552.7,841,1458,2298,2,dotOff,7
9,7,943.3,548.2,1184,-51,1132,1,waiting,7
9,7,791.1,557.1,803,1161,1963,2,dotOff,7
9,8,948.9,546.9,1465,-272,1192,1,waiting,7
9,8,808.2,557.6,205,1215,1419,2,dotOff,7
9,8,786.6,556,537,1428,1964,3,targOff,7
9,9,939.3,544.9,1594,-272,1321,1,waiting,7
9,9,790.5,552.8,468,1347,1814,2,targOff,7
9,10,947,546.6,1552,-273,1278,1,waiting,7
9,10,1122.7,556,907,1308,2214,2,dotOff,7
9,11,977.4,550.3,362,-273,88,1,waiting,7
9,11,951.4,550.3,575,257,831,2,waiting,7
9,12,948.5,551,1984,-274,1709,1,waiting,7
9,12,1083.3,556.4,204,1735,1938,2,targOff,7
9,12,1111.4,547.3,282,1950,2231,3,targOff,7
9,13,947.3,553.1,1361,-221,1139,1,waiting,7
9,13,788.3,548.4,713,1166,1878,2,dotOff,7
9,14,955.1,549.1,2055,-272,1782,1,waiting,7
9,14,1122.5,548.2,405,1810,2214,2,targOff,7
9,15,945.5,548.2,1357,-273,1083,1,waiting,7
9,15,792.2,542.8,774,1108,1881,2,dotOff,7
9,16,945.3,547.6,1617,-273,1343,1,waiting,7
9,16,797.7,546.7,430,1368,1797,2,targOff,7
9,17,951.6,549.3,410,-272,137,1,waiting,7
9,17,942.1,548.1,978,270,1247,2,waiting,7
9,18,945.2,549.1,1724,-277,1446,1,waiting,7
9,18,1113,554.5,739,1472,2210,2,dotOff,7
9,19,955.6,548.5,1705,-273,1431,1,waiting,7
9,19,770.8,553.3,252,1465,1716,2,targOff,7
9,19,798.5,549,73,1725,1797,3,targOff,7
9,20,953.7,550.7,1913,-272,1640,1,waiting,7
9,20,1120,543.8,389,1676,2064,2,targOff,7
9,21,951.9,548,1326,-12,1313,1,waiting,7
9,21,1083,547.2,175,1337,1511,2,dotOff,7
9,21,1107.3,543,527,1521,2047,3,targOff,7
9,22,952.1,548.1,967,31,997,1,waiting,7
9,23,953.3,554.1,1814,-272,1541,1,waiting,7
9,23,793.9,558.4,483,1566,2048,2,targOff,7
9,24,947,555.1,301,-277,23,1,waiting,7
9,24,954.4,552.3,1176,30,1205,2,waiting,7
9,24,812.9,548,174,1228,1401,3,dotOff,7
9,24,788.1,546.1,550,1411,1960,4,targOff,7
9,25,950.9,553,1719,-272,1446,1,waiting,7
9,25,1073.2,554.4,182,1469,1650,2,targOff,7
9,25,1104.1,551.5,219,1663,1881,3,targOff,7
9,26,957.4,544.5,1577,-146,1430,1,waiting,7
9,26,810.6,545.3,177,1456,1632,2,dotOff,7
9,26,788.1,546.7,572,1643,2214,3,targOff,7
9,27,950.4,550,1815,-271,1543,1,waiting,7
9,27,795.3,548.4,561,1571,2131,2,targOff,7
9,28,951.3,550,376,-272,103,1,waiting,7
9,28,946.3,546.3,635,280,914,2,waiting,7
9,29,951.6,549.5,1788,-272,1515,1,waiting,7
9,29,1088.6,547.8,179,1539,1717,2,dotOff,7
9,29,1106.2,550.2,572,1726,2297,3,targOff,7
9,30,964.2,550.6,1784,-272,1511,1,waiting,7
9,30,803.2,546.1,514,1535,2048,2,targVis,7
9,31,952.7,553.4,1935,-270,1664,1,waiting,7
9,31,1092.8,546.4,525,1690,2214,2,targOff,7
9,32,983.6,557.6,693,139,831,1,waiting,7
9,33,953.8,551,1809,-287,1521,1,waiting,7
9,33,801,540.8,752,1547,2298,2,dotOff,7
9,34,955.7,548.1,1536,-270,1265,1,waiting,7
9,34,1122.6,547.1,491,1300,1790,2,targOff,7
9,35,948.5,549.7,1351,0,1350,1,waiting,7
9,35,1104.8,545.8,756,1376,2131,2,dotOff,7
9,36,950.9,556.6,1926,-273,1652,1,waiting,7
9,36,1105.4,546.9,451,1680,2130,2,targOff,7
9,1,957.3,541.2,2219,-4,2214,1,waiting,8
9,2,948.8,542.7,1876,3,1878,1,waiting,8
9,3,956.2,545,2078,-280,1797,1,waiting,8
9,4,949.5,550.6,2162,-280,1881,1,waiting,8
9,5,958.7,548.3,2347,-49,2297,1,waiting,8
9,6,956.1,547.3,2579,-281,2297,1,waiting,8
9,7,943.4,554.4,1678,-281,1396,1,waiting,8
9,7,819.7,550.7,217,1419,1635,2,targVis,8
9,7,791.4,545.6,321,1644,1964,3,targOff,8
9,8,955.4,545.3,1878,3,1880,1,waiting,8
9,9,952.8,549.5,2412,-281,2130,1,waiting,8
9,10,951.1,545.1,2495,-280,2214,1,waiting,8
9,11,955.3,549.1,2345,-280,2064,1,waiting,8
9,12,950.3,548.2,2245,-280,1964,1,waiting,8
9,13,958.9,554.6,2328,-279,2048,1,waiting,8
9,14,953.8,545.3,1952,-70,1881,1,waiting,8
9,15,970.9,553.7,331,-280,50,1,waiting,8
9,15,948.5,556,1990,58,2047,2,waiting,8
9,16,951.8,549.6,603,-280,322,1,waiting,8
9,16,963.4,543.5,538,461,998,2,waiting,8
9,17,947.7,549.6,2495,-280,2214,1,waiting,8
9,18,940.3,554.7,2578,-280,2297,1,waiting,8
9,19,941.8,562.8,296,-280,15,1,waiting,8
9,19,945.4,552.6,2267,31,2297,2,waiting,8
9,20,928,565.5,790,-279,510,1,waiting,8
9,20,936.6,558,370,629,998,2,waiting,8
9,21,947.3,551.5,2245,-280,1964,1,waiting,8
9,22,938.5,558.5,2410,-278,2131,1,waiting,8
9,23,938.9,554,2578,-280,2297,1,waiting,8
9,24,946.9,545.7,693,139,831,1,waiting,8
